RT @AfamDeluxo: While the cabal and looters hand a write up for him to read or write one and push to Nigerians in the name of Mohammadu Buh…,1282693856644018176,140,2020-07-13 15:10:21,Twitter for Android,0,6,
"RT @MrSomtoOkonkwo: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today.

If Nigeria Is Still Borrowing Money When The Likes Of Ma…",1282693847756214273,140,2020-07-13 15:10:19,Twitter for Android,0,2391,
@vanguardngrnews Happy birthday! Good that you are alive to witness the government you campaigned for. Buhari and A… https://t.co/NC3WVuGoHS,1282693454468980737,140,2020-07-13 15:08:45,Twitter for iPhone,0,0,
@obi_Nwosu Very correct. However the onus is on the Igbos to balance their politicking. If  APC fields  Nnamdi Kanu… https://t.co/srMf8RN741,1282693439004475392,140,2020-07-13 15:08:41,Twitter Web App,0,0,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282693171240214531,139,2020-07-13 15:07:37,Twitter for Android,0,534,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282692788027564032,139,2020-07-13 15:06:06,Twitter for Android,0,534,
It suited APC narrative Senate Bukola Saraki’s Senate tht prevented Buhari frm performing and achieving anything. B… https://t.co/kZvxewSoo0,1282692760550674432,140,2020-07-13 15:06:00,Twitter for iPhone,0,0,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282692579658792962,139,2020-07-13 15:05:16,Twitter for Android,0,534,
"RT @MrSomtoOkonkwo: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today.

If Nigeria Is Still Borrowing Money When The Likes Of Ma…",1282692433256611841,140,2020-07-13 15:04:42,Twitter for Android,0,2391,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282692397730758665,139,2020-07-13 15:04:33,Twitter for Android,0,534,
THIS ONE IS SO UNIQUE I’LL DEFINITELY VOTE FOR THIS ONE https://t.co/bnGTsCEGQJ,1282692395306377216,79,2020-07-13 15:04:32,Twitter for iPhone,1,0,
"RT @MrSomtoOkonkwo: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today.

If Nigeria Is Still Borrowing Money When The Likes Of Ma…",1282692347067633665,140,2020-07-13 15:04:21,Twitter for Android,0,2391,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282692038949994497,139,2020-07-13 15:03:08,Twitter for Android,0,534,
"RT @ayemojubar: Ex-Acting Managing Director of NDDC unveiled Saint Akpabio - Hushpabio!

This same man ran to APC with tons of corruption c…",1282692011242467329,140,2020-07-13 15:03:01,Twitter for Android,0,205,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282691808078761985,139,2020-07-13 15:02:12,Twitter for Android,0,534,
"RT @MrSomtoOkonkwo: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today.

If Nigeria Is Still Borrowing Money When The Likes Of Ma…",1282691705737752577,140,2020-07-13 15:01:48,Twitter for Android,0,2391,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282691576314175495,139,2020-07-13 15:01:17,Twitter for Android,0,534,
"A LOT of the APC folks here went about mindlessly burning bridges because of Buhari, in 2015 particularly.",1282691575680770051,106,2020-07-13 15:01:17,Twitter for Android,0,0,
"RT @jarmari01: #Edo2020.

My dear good people of Edo state vote @PastorIzeIyamu  for good governance and political stability in  Edo.

Vote…",1282691084028645381,140,2020-07-13 14:59:20,Twitter Web App,0,9,
"RT @dayo_clement: The conjoined twins operation was successful. 
What an incredible sight! 

#MaguEFCC
#Buhari
#Akpabio https://t.co/oNRO1H…",1282691045315280896,140,2020-07-13 14:59:11,Twitter for Android,0,102,
"RT @MrSomtoOkonkwo: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today.

If Nigeria Is Still Borrowing Money When The Likes Of Ma…",1282690859713081344,140,2020-07-13 14:58:26,Twitter for Android,0,2391,
"RT @MrSomtoOkonkwo: 📹Part 2

While Buhari And His Bunch Of Illiterate Criminal Gang Of APC Are Busy Looting The Country Dry, Other Countrie…",1282690835864330240,140,2020-07-13 14:58:21,Twitter for Android,0,657,
"RT @thecableng: Nobody is above the law in Buhari’s govt, says APC on Magu’s probe https://t.co/P9y1uxiTQl via @thecableng 

#MaguEFCC http…",1282690795749990404,140,2020-07-13 14:58:11,Twitter for Android,0,4,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282690177937350657,139,2020-07-13 14:55:44,Twitter for Android,0,534,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282690160912666629,139,2020-07-13 14:55:40,Twitter for Android,0,534,
