"Helloooo...
Remember APC is almost loosing EDO state. The foundation of Oshiomole is shaky. 
In order to maintain g… https://t.co/5EgAR6tXXa",1282706659257856001,140,2020-07-13 16:01:13,Twitter for Android,0,0,
"RT @AloyEjimakor: If you will DIE for #OneNigeria, you will die for a system where one #Buhari arbitrarily replaced an ONNOGHEN with a #Tan…",1282706579784118272,140,2020-07-13 16:00:54,Twitter for Android,0,1876,
@SaharaReporters @iykimo Corrupt pdp arrested oil thief in 2009.corrupt jonathan and took them to court through the… https://t.co/JOIenAvHl4,1282706421608591360,140,2020-07-13 16:00:17,Twitter for Android,0,0,
"RT @MrSomtoOkonkwo: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today.

If Nigeria Is Still Borrowing Money When The Likes Of Ma…",1282706391841595394,140,2020-07-13 16:00:10,Twitter for iPhone,0,2390,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282706380814725120,139,2020-07-13 16:00:07,Twitter for Android,0,533,
"RT @MrSomtoOkonkwo: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today.

If Nigeria Is Still Borrowing Money When The Likes Of Ma…",1282706247599390721,140,2020-07-13 15:59:35,Twitter for Android,0,2390,
"RT @MrSomtoOkonkwo: 📹Part 2

While Buhari And His Bunch Of Illiterate Criminal Gang Of APC Are Busy Looting The Country Dry, Other Countrie…",1282706223520002051,140,2020-07-13 15:59:29,Twitter for Android,0,656,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282705554775957506,139,2020-07-13 15:56:50,Twitter for Android,0,533,
"RT @RealOlaudah: In Nigeria, corruption pays. More especially in Buhari's Nigeria. You steal for 8 years as governor, build a massive war c…",1282705484689047555,140,2020-07-13 15:56:33,Twitter for Android,0,5,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282705450442592256,139,2020-07-13 15:56:25,Twitter for Android,0,533,
RT @tonypefa: @zubichild @ORONSofGOD @gloria_adagbon @OfficialAPCNg @OfficialPDPNig @MBuhari You call it copy and paste because he’s now AP…,1282705346763665409,140,2020-07-13 15:56:00,Twitter for Android,0,1,
"RT @MrSomtoOkonkwo: 📹Part 2

While Buhari And His Bunch Of Illiterate Criminal Gang Of APC Are Busy Looting The Country Dry, Other Countrie…",1282705265519783938,140,2020-07-13 15:55:41,Twitter for Android,0,656,
"RT @ChiemerieEsiowu: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today

If Nigeria Is Still Borrowing Money When #Likes Of Magu…",1282705211874856961,139,2020-07-13 15:55:28,Twitter for Android,0,533,
"RT @MOHD_Ks: With meekness of BUHARI &amp; I don't care attitude, Ican't wait for his tenure to end  Those who fought opposition like Oshomole…",1282704917447225350,143,2020-07-13 15:54:18,Twitter for iPhone,0,14,
"RT @segunfadairo: @Denisaurus_UK @officialEFCC @segalink @Jani4Tijani Where are those who abused me, when i said the solution to Nigeria’s…",1282704803890704392,139,2020-07-13 15:53:51,Twitter Web App,0,5,
"RT @MrSomtoOkonkwo: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today.

If Nigeria Is Still Borrowing Money When The Likes Of Ma…",1282704564634955778,140,2020-07-13 15:52:54,Twitter for iPhone,0,2390,
@ShehuSani That is wisdom for public interest in action. Now I no  and understood why the former prime minister of… https://t.co/aD2i8qPqaW,1282704370329686016,139,2020-07-13 15:52:08,Twitter for Android,0,0,
"RT @MrSomtoOkonkwo: 📹Part 2

While Buhari And His Bunch Of Illiterate Criminal Gang Of APC Are Busy Looting The Country Dry, Other Countrie…",1282703817465888768,140,2020-07-13 15:49:56,Twitter for Android,0,656,
RT @InibeheEffiong: Buhari has failed. The APC has failed. But does that erase the rotten history of the Jonathan era? Does the failure of…,1282703769273278467,139,2020-07-13 15:49:44,Twitter for Android,0,72,
@Smilesmediaa @OgbeniDipo If PDP didn't have superior programs closeup toothpaste will not be N170 before buhari an… https://t.co/fEWy5gg53S,1282703450787250176,140,2020-07-13 15:48:28,Twitter for Android,0,0,
"RT @MrSomtoOkonkwo: 📹He Summarized Everything That Is Wrong With Nigeria🇳🇬 Today.

If Nigeria Is Still Borrowing Money When The Likes Of Ma…",1282703013220581379,140,2020-07-13 15:46:44,Twitter for iPhone,0,2390,
