"***Frowned at attempts by some Party leaders to polarise the Party in some states following post-primary disputes.
3/8",1070919572298063872,118,2018-12-07 05:54:57,Twitter Web App,10,7
"***Observed a minute silence in honour of the late Chairman of the Cross River State chapter of the Party, Dr. Math… https://t.co/qDDP7t1RWI",1070919568888135681,140,2018-12-07 05:54:56,Twitter Web App,9,5
"Fallouts of the consultative meeting between the National Working Committee (NWC), governorship candidates, state c… https://t.co/9JCreLk2bO",1070919565700403200,140,2018-12-07 05:54:55,Twitter Web App,103,37
We must prevent a reoccurrence of the @OfficialPDPNig typical undemocratic practices during elections. Never again… https://t.co/KkUCTho04L,1069208246030864384,139,2018-12-02 12:34:45,Twitter Web Client,31,20
"@OfficialAPCNg continues to stand for and would defend a participatory democracy where elections are transparent, c… https://t.co/Ig5twR5h8o",1069208243224944641,140,2018-12-02 12:34:44,Twitter Web Client,30,27
"Nigerians are not gullible, it is now apparent that @OfficialPDPNig in a bid to hide their inadequacies and undesir… https://t.co/JL6P9oxnut",1069208241089982469,140,2018-12-02 12:34:44,Twitter Web Client,22,24
"It is sad that the @OfficialPDPNig hounds have continued to take Nigerians for granted, thinking by embarking on sc… https://t.co/PpTdopbxgi",1069208238535688192,140,2018-12-02 12:34:43,Twitter Web Client,21,23
This latest outburst is yet another reminder of how @OfficialPDPNig government serially abused state institutions i… https://t.co/bgvN27Ht96,1069208235419283456,140,2018-12-02 12:34:42,Twitter Web Client,28,26
"It is a pity that the once boisterous @OfficialPDPNig, having undermined the country for 16 years through mindless… https://t.co/DuFUVqXrJX",1069208233439567872,139,2018-12-02 12:34:42,Twitter Web Client,20,24
We are amused by the latest utterances of @OfficialPDPNig Chairman @UcheSecondus calling on both @inecnigeria Chair… https://t.co/1dMc6P6gJn,1069208231103336448,140,2018-12-02 12:34:41,Twitter Web Client,155,62
Congratulations @NGSuper_Falcons for a hard-fought and well-deserved victory over @Banyana_Banyana at the… https://t.co/egL5HBTC4W,1068948687538270208,130,2018-12-01 19:23:21,Twitter Web App,280,63
The @NGRPresident @MBuhari administration remains solidly committed to bringing lasting peace and security to all p… https://t.co/IR5bkTS97L,1067439447636131840,140,2018-11-27 15:26:11,Twitter Web Client,53,34
While the @OfficialAPCNg mourns the death of our military and other security personnel who have lost their lives in… https://t.co/OoRRuDDGzO,1067439445090025472,140,2018-11-27 15:26:10,Twitter Web Client,64,41
"Nigerians see through @OfficialPDPNig ploy to score political points as elections approach and it will surely backfire.
5/7",1067439441097211904,123,2018-11-27 15:26:09,Twitter Web Client,44,30
@OfficialPDPNig &amp; @atiku are playing desperate politics where even the blood of our fallen heroes is fair game. The… https://t.co/17WsERx0hC,1067439436344913920,144,2018-11-27 15:26:08,Twitter Web Client,35,27
"It is clear that @OfficialPDPNig and its Presidential candidate, @atiku have decided to dance on the graves of our… https://t.co/yvvYeXVyJG",1067439430858878976,139,2018-11-27 15:26:07,Twitter Web Client,54,36
God forbid that @OfficialAPCNg inherits and apply such morbid practice as brazenly displayed during the immediate-p… https://t.co/WKMPNBlKRT,1067439410139054080,140,2018-11-27 15:26:02,Twitter Web Client,47,33
Metele Attack: The allegations by @OfficialPDPNig that military funds have been diverted to finance the… https://t.co/ScCJgspH3B,1067439406552768513,128,2018-11-27 15:26:01,Twitter Web Client,458,204
Kwara State has suffered enough of the selfish machinations of a self-appointed leader. The will and wishes of the… https://t.co/7STepGe2J6,1065895244078727168,139,2018-11-23 09:10:04,Twitter Web Client,42,36
"Elections have been won and lost. A new and progressive @kwaragovt beckons. Through their votes, the Kwara electora… https://t.co/EF9iw2WOoX",1065895241897713664,140,2018-11-23 09:10:03,Twitter Web Client,44,33
We can only advise the leaders of @OfficialPDPNig in Kwara &amp; elsewhere in the country to get used to losing electio… https://t.co/W4GHm8feH0,1065895240001875968,144,2018-11-23 09:10:03,Twitter Web Client,53,40
@OfficialPDPNig should understand that Kwara has seen enough impunity &amp; misrule by self-serving PDP leaders. Turnin… https://t.co/1FScqSLQsh,1065895237636231168,144,2018-11-23 09:10:02,Twitter Web Client,39,35
"When has it become the responsibility of the legislative arm of government to constitute itself into an election tribunal?
5/9",1065895233467109377,126,2018-11-23 09:10:01,Twitter Web Client,32,35
@OfficialPDPNig is not pretending to learn lessons from its past anti-democratic practices. The usurpers occupying… https://t.co/bt0J4GDysy,1065895231311224832,139,2018-11-23 09:10:01,Twitter Web Client,30,32
"It is clear that the sweet victory by the @OfficialAPCNg @HouseNGR candidate, Alhaji Raheem Olawuyi-Ajuloopin in th… https://t.co/d8LH14A7lq",1065895229276999681,140,2018-11-23 09:10:00,Twitter Web Client,40,37
While @OfficialAPCNg condemns this curious @NGRSenate investigation of the by-election which took place in the home… https://t.co/AyQPSdtjIW,1065895227137904640,140,2018-11-23 09:10:00,Twitter Web Client,45,38
Kwara By-Election: Is @NGRSenate Now An Election Tribunal?The decision by @NGRSenate to “investigate” circumstances… https://t.co/uxb8B6Z46G,1065895224998838272,140,2018-11-23 09:09:59,Twitter Web Client,402,218
"PHOTOS: National Chairman, H.E. Comrade Adams Oshiomhole inaugurates post-primary election National Peace and Recon… https://t.co/35WHi1n04n",1065551510816391168,140,2018-11-22 10:24:11,Twitter Web Client,272,75
https://t.co/YBlCtXhQwe,1064615486732816390,23,2018-11-19 20:24:46,Twitter Web App,189,89
"With our #2019Election manifesto #NextLevelNigeria, we are faced with a choice of returning @MBuhari administration… https://t.co/dj9XHilUTq",1064529795210461184,140,2018-11-19 14:44:15,Twitter Web Client,38,23
"Our hattrick victories in by-elections conducted in Katsina, Bauchi &amp; Kwara states is another solid expression of t… https://t.co/U9ish65pZf",1064529792882614274,144,2018-11-19 14:44:15,Twitter Web Client,45,21
We must be wary of the empty promises and antics of the same people who oversaw the ruining of the country and now… https://t.co/TEXTaibltj,1064529790311546880,139,2018-11-19 14:44:14,Twitter Web Client,28,15
"With the flag off of political campaigns ahead of the #2019Elections, we are at a critical juncture where we must m… https://t.co/28JUDvsuo6",1064529788457680896,140,2018-11-19 14:44:14,Twitter Web Client,17,10
The occasion calls on Muslims &amp; all Nigerians irrespective of religious affiliations to apply the teachings of Prop… https://t.co/tkwXywFSe9,1064529785815224320,144,2018-11-19 14:44:13,Twitter Web Client,13,8
Eid-el Maulud: APC felicitates with Muslim Ummah on the joyous occasion of Eid-el Maulud which celebrates the birth… https://t.co/i659NKwnBK,1064529783760003072,140,2018-11-19 14:44:13,Twitter Web Client,356,86
#NextLevelNigeria https://t.co/x6ZcgbrQcp,1064186246614958083,41,2018-11-18 15:59:07,Twitter Web App,535,183
"We in @OfficialAPCNg are confident that the Igbo won't be fooled by any group, by whatever name, to sell a thorough… https://t.co/X61qFUi3Mh",1062964821103206401,140,2018-11-15 07:05:36,Twitter Web App,67,41
...and the thousands of common people who are benefiting from the social programme investments under APC to compare… https://t.co/4htmnIb1Gl,1062964815910629376,140,2018-11-15 07:05:35,Twitter Web App,57,28
It will be interesting to know what the @OfficialPDPNig will be telling the Igbo people during the campaign. The So… https://t.co/1u8xfBRGhI,1062964811867348992,140,2018-11-15 07:05:34,Twitter Web App,43,27
The purported endorsement of @atiku and @OfficialPDPNig by some leaders of the South East for the 2019 general elec… https://t.co/tIfLgZkN7K,1062964808969003008,140,2018-11-15 07:05:34,Twitter Web App,44,28
"Our response to the purported endorsement of @atiku by some Igbo leaders.

@OfficialAPCNg considers Atiku and his… https://t.co/EpdiuDZFS7",1062964805605228544,138,2018-11-15 07:05:33,Twitter Web App,273,102
"RT @APCUKingdom: PHOTONEWS

APC UK Chieftain, Ade Omole meets with @onailu07, APC National Publicity Secretary and @fkeyamo, Director, Stra…",1059869536701292551,140,2018-11-06 18:06:03,Twitter Web App,0,54
National Publicity Secretary @onailu07 Speaks On Post-Primary Issues. https://t.co/LfhKdCjz4X https://t.co/VPDWDif0Xf,1055142426611015680,117,2018-10-24 17:02:12,Twitter Web Client,53,14
RT @Mofiobafemi: President @MBuhari with @Kwara_APC Gubernatorial Candidate Mr @ARahmanARazaq as he receives in audience @OfficialAPCNg Asp…,1054430575845613569,140,2018-10-22 17:53:34,Twitter Web App,0,60
#ANewDawn https://t.co/KECxSJhqtC,1052285300876161026,33,2018-10-16 19:49:00,Twitter Web App,143,22
Purported Suspension of North East National Vice Chairman @Comrade_MSB a Nullity. The “North East Zonal Office” doe… https://t.co/9PnLETSFPq,1051845841709862912,140,2018-10-15 14:42:45,Twitter Web Client,75,28
@OfficialPDPNig Panicking Over Imminent #2019Election Defeat In Akwa-Ibom. PDP has already lost the election as a r… https://t.co/mUerafU2vz,1051453647597576193,140,2018-10-14 12:44:19,Twitter Web Client,36,16
"By siphoning budgetary allocations to start his own business, he has deprived larger number of Nigerians benefit fr… https://t.co/PcXvKkKerL",1051367875762642944,140,2018-10-14 07:03:29,Twitter Web App,147,57
@atiku on the other hand will siphon a bulk of the allocation to his family and fronts. He will then use the remain… https://t.co/SqEphubpdy,1051367872612761600,140,2018-10-14 07:03:28,Twitter Web App,131,53
"Put @MBuhari &amp; @atiku in public office &amp; give them a budget allocation, @NGRPresident @MBuhari will go further by r… https://t.co/yNvEs0ks4W",1051367869202747393,148,2018-10-14 07:03:28,Twitter Web App,414,154
@Chief_Obasanjo Lobbying US Authorities to Withdraw @atiku US Entry Ban. https://t.co/jCIn6XRsHq https://t.co/GArlf7Ickh,1050794489894359041,120,2018-10-12 17:05:03,Twitter Web Client,12,4
@OfficialPDPNig. There are no lies here. @atiku grapples with several corruption indictments. This is a fact he nee… https://t.co/7w04S7iYxu,1050415383084183552,140,2018-10-11 15:58:37,Twitter Web Client,60,16
"National Chairman, Comrade Adams Oshiomhole's official response to @inecnigeria on Zamfara #APCprimaries https://t.co/m2bBUJy4wC",1050050252634550272,128,2018-10-10 15:47:43,Twitter Web App,399,304
"With a miserly 317 votes, @OfficialPDPNig delegates showed they are fed up with @bukolasaraki political style. When… https://t.co/k4siOH5oAM",1049545552571043840,140,2018-10-09 06:22:14,Twitter Web Client,365,149
#APCPrimaries: H.E. Prof. Oserheimen Osunbor Heads National Appeal Committee https://t.co/2bGxrioRtI,1049353449077465089,100,2018-10-08 17:38:52,Twitter Web App,68,27
"NWC Announces Abdulrahman AbdulRasaq winner of Kwara Gov. Primaries. He polled 29,098 votes.
Other results:
Yammah… https://t.co/yV6XReqBkH",1049345265256345605,139,2018-10-08 17:06:21,Twitter Web Client,310,139
If the choice is between @MBuhari who is rebuilding the country &amp; refocusing national priorities &amp; @atiku who with… https://t.co/wGKesVEWIb,1049333102529708032,147,2018-10-08 16:18:01,Twitter Web Client,516,218
"RT @MBuhari: It is with a deep sense of humility that I accept the nomination of our great party, the All Progressives Congress, to be its…",1048750454606376960,139,2018-10-07 01:42:47,Twitter Web App,0,2714
"RT @MBuhari: Let us all join hands to ensure the continuation of the good work of the APC Government, to 2023 — and beyond! Change has come…",1048750374876864512,140,2018-10-07 01:42:28,Twitter Web App,0,1705
"RT @MBuhari: Full Text of my Acceptance Speech as Candidate and Flagbearer of our great Party, the All Progressives Congress (APC), in the…",1048750347592900609,139,2018-10-07 01:42:22,Twitter Web App,0,388
"#APCNationalConvention: We will challenge their candidates on their integrity, records, background and we will chal… https://t.co/cKBOcTyYxm",1048717791145021440,140,2018-10-06 23:33:00,Twitter Web App,80,45
"#APCNationalConvention: If you cannot manage your house, you cannot manage a community. If you cannot manage a comm… https://t.co/g2rmvBzF56",1048717677445955584,140,2018-10-06 23:32:33,Twitter Web App,55,36
"#APCNationalConvention: If their presidential candidates are former governors, we will go to their states and call… https://t.co/RkyjERndeF",1048717673784401921,139,2018-10-06 23:32:32,Twitter Web App,42,20
#APCNationalConvention: We are ready for the #2019Elections campaigns. We have a lot to tell Nigerians. Our opponen… https://t.co/b8o86rWoER,1048717669480972288,140,2018-10-06 23:32:31,Twitter Web App,231,77
"#APCNationalConvention: Its official. With 14, 842, 072 million votes from party members during the nationwide pres… https://t.co/pnMovEBHPy",1048707105786671105,140,2018-10-06 22:50:32,Twitter Web App,1287,519
#APCNationalConvention: #Nigeria under the APC administration is work in progress and that progress has to be susta… https://t.co/4S4Dakj5Xi,1048700087260594176,140,2018-10-06 22:22:39,Twitter Web App,96,34
RT @channelstv: APC NATIONAL CONVENTION https://t.co/8VmJLLInhL,1048699110902124544,63,2018-10-06 22:18:46,Twitter Web App,0,77
"#APCNationalConvention: In the next few weeks, the APC will have a #PolicyDialogue to among others review our manif… https://t.co/7lAyB6jFxD",1048696862990114816,140,2018-10-06 22:09:50,Twitter Web App,69,38
NWC Clears 8 Aspirants to contest Kwara State Governorship #APCPrimaries https://t.co/4RwPKrXXeD,1048587966308929541,96,2018-10-06 14:57:07,Twitter Web Client,105,61
All affected officers should not play any role in the primaries. The Governorship primaries for Zamfara State will… https://t.co/8KTgWb8kd5,1048307685790306304,139,2018-10-05 20:23:23,Twitter Web Client,50,47
"As an update to our earlier statement, the National Working Committee has disqualified and barred Party executives… https://t.co/BaU3LP46xI",1048307683764457474,139,2018-10-05 20:23:23,Twitter Web Client,81,63
APC NWC-Cleared @NGRSenate Aspirants for Kaduna State https://t.co/qRMvrRWNkM,1048271757981958146,77,2018-10-05 18:00:37,Twitter Web Client,120,82
ADAMAWA STATE: NATIONAL WORKING COMMITTEE DECISIONS ON HOUSE OF REPRESENTATIVES ASPIRANTS SCREENING COMMITTEE REPOR… https://t.co/7OLmkYLqyw,1048193491812192257,140,2018-10-05 12:49:37,Twitter Web Client,33,16
APC NWC Clears 24 Governorship Candidates to Contest #2019Elections. CLICK LINK FOR FULL LIST:… https://t.co/VBUANKBIfx,1048109985203453952,119,2018-10-05 07:17:48,Twitter Web Client,83,66
"NWC: @DapoAbiodun is winner of Ogun State Governorship #APCPrimaries.
He won the Primaries after scoring 102,305 vo… https://t.co/tbVDhSD5gY",1047977277890465793,140,2018-10-04 22:30:28,Twitter Web Client,202,107
Osun Governor-Elect @GboyegaOyetola on Thursday presented his Certificate of Return to the Party's National Chairma… https://t.co/SFAL5WwYf1,1047927950392418305,140,2018-10-04 19:14:27,Twitter Web App,150,41
#APCPrimaries: NWC Appoints New Committee For Edo Legislative Primaries. A primary election panel chaired by Hajia… https://t.co/B5MC6AsquV,1047852632566640641,139,2018-10-04 14:15:10,Twitter Web Client,34,20
"APC NWC Fixes Niger State Senate Primaries for October 5, Clears Sen. David Umar, Sen. Dr. A.S Abdullahi and Sen. M… https://t.co/EUmFzLfGyG",1047739968725180416,140,2018-10-04 06:47:29,Twitter Web App,48,39
The Prof. Abubakar Faki-led Zamfara State Governorship Primaries Committee has announced the cancellation of the Pr… https://t.co/r1cO94gQhU,1047723026224168960,140,2018-10-04 05:40:09,Twitter Web App,105,79
"The National Working Committee has cleared Sen. Francis Alikikhema, Hon. John Inegbedion, Sylvanus Igbogbo, Hon. Pa… https://t.co/ipUSZnf37c",1047634782648188928,140,2018-10-03 23:49:30,Twitter Web App,70,35
ALERT: The National Working Committee (NWC) has cleared Senator Magery Okadigbo to contest the #APCPrimaries for An… https://t.co/Go2KKCQtiR,1047479647976472576,140,2018-10-03 13:33:03,Twitter Web App,85,30
"@OUKtweets H.E. Orji Uzor Kalu, Yusuf Haruna cleared to contest Abia, Kogi Senate Primaries, NWC bar former IGP Sul… https://t.co/8rsVyD7nvX",1047186804661731329,140,2018-10-02 18:09:24,Twitter Web Client,5,4
FULL LIST: NATIONAL WORKING COMMITTEE DECISIONS ON @NGRSenate ASPIRANTS SCREENING COMMITTEE REPORT.… https://t.co/7jzJ1jNHjj,1047146037352304642,124,2018-10-02 15:27:24,Twitter Web Client,89,63
"58th Independence: Together, We Will Achieve Greater Progress, Development. Despite our seeming differences, our ab… https://t.co/hEKsYIeV8B",1046735129501224960,140,2018-10-01 12:14:36,Twitter Web Client,127,43
"Governorship primaries in Lagos, Enugu &amp; Adamawa states has been rescheduled.
 
The mode of primaries for Enugu &amp; A… https://t.co/NXvWxvMeLp",1046651884314996736,148,2018-10-01 06:43:49,Twitter Web App,188,148
"APC Expels Alh. Ishola Balogun-Fulani Led Kwara State Executive.
•Reschedule Governorship Primaries In Ogun, Zamfar… https://t.co/oL1yi3rudB",1046480784037564416,140,2018-09-30 19:23:56,Twitter Web Client,92,59
"#2019Elections: How @bukolasaraki, Other @OfficialPDPNig Presidential Aspirants, Leaders Bowed To @GovWike Threat o… https://t.co/keGb2pJo7K",1046389365059014656,140,2018-09-30 13:20:40,Twitter Web Client,101,38
FULL LIST: Inaugurated Governor @AAAjimobi-Led 21-Member National Convention Committee. https://t.co/8uY036MmJ9 https://t.co/aZm4EzMn3c,1046092927368404993,135,2018-09-29 17:42:44,Twitter Web Client,98,41
"FULL LIST: National Chairman, Comrade Adams Oshiomhole Inaugurates the Party's Governorship Primaries Committee for… https://t.co/cV0GJBSHS1",1046088315378765824,140,2018-09-29 17:24:24,Twitter Web Client,108,47
"National Chairman, Comrade Adams Oshiomhole to Inaugurate Governor @AAAjimobi -Led 21-member National Convention Co… https://t.co/M5p7C5JreO",1045794613381025792,140,2018-09-28 21:57:20,Twitter Web Client,103,50
Congratulations to our candidate @GboyegaOyetola on our emphatic victory in the Osun State Governorship re-run elec… https://t.co/PBt0fZ3mlN,1045661468493074432,140,2018-09-28 13:08:16,Twitter Web Client,267,88
#OsunDecided: It was a tough contest and a hard-fought win. Our immense gratitude to the Osun electorate.… https://t.co/p17C4a3SpW,1045478915546976257,130,2018-09-28 01:02:52,Twitter Web App,319,100
Governors To Serve As Returning Officers For Presidential Direct Primaries. https://t.co/TPTtEHLQ4E https://t.co/gAgQkbxubR,1045447884513193984,123,2018-09-27 22:59:33,Twitter Web Client,50,26
"The National Working Committee (NWC) has rescheduled the Governorship Primary Election to 30th September, 2018. Sub… https://t.co/l7J4bvWgLQ",1045418290468786177,140,2018-09-27 21:01:58,Twitter Web Client,49,57
NATIONAL WORKING COMMITTEE DECISIONS ON GOVERNORSHIP ASPIRANTS SCREENING COMMITTEE REPORT. https://t.co/evPR3tKQiy… https://t.co/2lPabvMMzZ,1045399995896254465,139,2018-09-27 19:49:16,Twitter Web Client,45,40
"#OsunDecides. Ahead of Thursday's Osun Governorship rerun election, Party leaders had a successful meeting with Chi… https://t.co/mgHDnZm7vE",1044853088732041218,140,2018-09-26 07:36:03,Twitter Web App,555,229
"#OsunDecides Gov. Rerun: @OfficialPDPNig Buying Voters Cards, Cloning PVCs. We call on @inecnigeria and security ag… https://t.co/RKwvsRD5Si",1044619392242388992,140,2018-09-25 16:07:25,Twitter Web Client,160,100
GOVERNORSHIP: APPROVED MODE OF PRIMARIES. The NWC has however banned the Adamawa State Working Committee from parti… https://t.co/mT6AbDxNmH,1044605900248555523,140,2018-09-25 15:13:49,Twitter Web Client,82,69
"We would as a rule ignore baseless utterances &amp; actions as exhibited by the @OfficialPDPNig Chairman @UcheSecondus,… https://t.co/Nfsv1SsyUL",1044523727210369024,144,2018-09-25 09:47:17,Twitter Web Client,74,44
PRESIDENTIAL PRIMARY RESCHEDULED TO SEPTEMBER 28. This is to avoid a clash in dates with the Osun governorship reru… https://t.co/8pHFAtXRWX,1044276483055931392,140,2018-09-24 17:24:49,Twitter Web Client,82,48
